customer_id,country,city_cluster,age_group,user_tenure_months,marketing_opt_in,pdpa_contact_ok,rides_30d,food_orders_30d,mart_orders_30d,grabpay_txns_30d,finance_products_count,insurance_products_count,ad_clicks_30d,services_used_count,service_diversity_index,primary_service,superapp_segment,promo_response_rate,weekly_active_days,recency_days,association_strength_score,next_best_service,cross_sell_propensity,churn_risk_score,churn_30d_label,trust_score,monthly_gmv_usd,clv_12m_usd,customer_value_tier,priority_support_flag,rush_hour_share,late_night_share,low_supply_zone_share,tourist_or_new_city_flag,assigned_driver_tier,driver_cancel_rate_seen,avg_eta_promised_min,avg_eta_actual_min,eta_gap_min,failed_booking_rate_90d,complaint_count_90d,refund_delay_days_avg,booking_risk_score,bad_booking_label,auto_reassignment_rate,price_sensitivity_segment,avg_base_fare_usd,avg_surge_multiplier,avg_effective_fare_usd,extreme_surge_exposure_rate,waiting_fee_count_90d,abnormal_charge_flags_90d,proactive_refund_rate,price_elasticity_score,fare_fairness_score,surge_cap_recommendation,recommended_action
GRB100060,Singapore,Singapore Core,18-24,14,1,1,4,1,0,23,2,1,4,5,0.86,GrabPay,Payments Ecosystem User,0.43,1.7,18,0.41,Mart,49.6,17.8,0,64.5,129.17,1229.03,Mid-Value,1,0.71,0.22,0.32,1,Average,0.13,10.1,17.6,7.5,0.13,3,0.2,48.5,0,0.06,Moderately Sensitive,9.94,1.39,15.36,0.22,2,5,0.3,-0.98,54.9,1.8,Monitor with standard nudges
GRB100061,Vietnam,Ho Chi Minh City,18-24,21,1,1,19,13,5,25,1,0,7,5,0.79,GrabPay,Power User,0.33,7.0,4,0.69,Mart,54.8,1.0,0,73.1,313.88,2591.67,High-Value,1,0.61,0.56,0.62,0,Average,0.23,11.0,14.6,3.6,0.26,4,2.6,54.7,0,0.08,Moderately Sensitive,3.08,1.57,6.19,0.22,4,3,0.2,-1.21,68.5,1.8,Monitor with standard nudges
GRB100062,Indonesia,Bandung,45-54,4,1,0,11,17,4,25,1,1,5,6,0.95,GrabPay,Power User,0.36,7.0,23,0.76,Mart,52.0,16.9,0,73.7,274.94,2118.79,High-Value,1,0.28,0.28,0.47,1,High-Risk,0.26,8.9,17.6,8.7,0.21,6,3.3,68.8,1,0.39,Highly Sensitive,3.04,1.36,4.64,0.26,0,2,0.16,-1.5,64.9,1.5,Surge cap + fare explanation
GRB100063,Thailand,Bangkok,18-24,23,1,1,3,2,2,17,2,0,1,5,0.8,GrabPay,Payments Ecosystem User,0.39,3.1,1,0.45,Mart,48.3,1.2,0,88.4,105.11,1057.53,Mid-Value,1,0.52,0.13,0.3,0,Average,0.18,8.9,10.1,1.2,0.15,2,3.4,43.8,0,0.07,Moderately Sensitive,4.05,1.35,5.47,0.21,0,0,0.09,-0.88,80.1,1.8,Monitor with standard nudges
GRB100064,Philippines,Metro Manila,25-34,27,0,0,4,10,2,7,1,1,3,6,1.0,Food,Food Specialist,0.09,5.8,6,0.52,Mobility,49.2,1.0,0,84.4,114.12,1253.47,Mid-Value,1,0.29,0.25,0.48,0,Average,0.16,10.4,15.8,5.4,0.17,6,5.2,44.4,0,0.06,Moderately Sensitive,3.9,1.3,5.46,0.1,1,1,0.14,-0.75,81.2,1.8,Monitor with standard nudges
GRB100065,Thailand,Chiang Mai,25-34,19,0,0,18,9,6,19,1,0,5,5,0.84,GrabPay,Power User,0.24,7.0,31,0.66,Mart,41.1,14.2,0,78.7,266.78,2128.41,High-Value,1,0.21,0.09,0.56,0,High-Risk,0.26,9.9,16.0,6.1,0.18,3,1.1,56.9,1,0.37,Moderately Sensitive,4.2,1.21,6.19,0.01,4,2,0.14,-0.92,75.7,1.8,Monitor with standard nudges
GRB100066,Thailand,Pattaya,18-24,4,1,1,1,1,1,0,0,1,1,4,0.7,Mobility,At-Risk Single-App User,0.28,0.7,52,0.21,Food,36.8,36.5,0,69.5,16.59,250.81,Low-Value,1,0.61,0.07,0.47,1,Average,0.14,8.6,10.3,1.7,0.11,1,3.3,44.3,0,0.18,Highly Sensitive,3.45,1.47,5.57,0.25,0,2,0.13,-1.44,75.8,1.5,Surge cap + fare explanation
GRB100067,Thailand,Chiang Mai,25-34,33,1,1,2,2,1,1,0,1,2,5,0.82,Mobility,At-Risk Single-App User,0.1,3.5,47,0.12,Food,22.0,40.5,0,86.4,35.1,420.31,Low-Value,1,0.11,0.14,0.37,0,Average,0.15,8.2,12.2,4.0,0.11,2,1.0,44.1,0,0.05,Highly Sensitive,3.45,1.22,4.75,0.06,2,1,0.06,-1.17,66.5,1.5,Surge cap + fare explanation
GRB100068,Indonesia,Bandung,35-44,26,0,0,1,18,5,1,1,0,5,5,0.8,Food,Food Specialist,0.02,5.9,18,0.4,Mobility,36.3,15.3,0,83.4,217.35,1752.25,Mid-Value,1,0.59,0.19,0.43,1,Average,0.15,10.5,16.7,6.2,0.17,2,1.1,55.3,1,0.24,Moderately Sensitive,2.91,1.31,4.06,0.15,0,1,0.08,-1.19,82.3,1.8,Monitor with standard nudges
GRB100069,Singapore,Singapore Fringe,18-24,14,1,1,6,10,0,0,0,0,9,2,0.37,Food,Promo Opportunist,0.54,5.0,20,0.45,GrabPay,49.1,36.8,0,77.3,144.54,881.54,Low-Value,0,0.37,0.01,0.27,0,Reliable,0.04,8.2,10.4,2.2,0.06,0,1.3,41.2,0,0.21,Highly Sensitive,8.9,1.21,11.42,0.1,1,2,0.11,-1.7,77.8,1.5,Surge cap + fare explanation
GRB100070,Indonesia,Jakarta,45-54,19,0,0,16,2,0,2,1,0,2,4,0.64,Mobility,Ride Specialist,0.22,4.5,20,0.37,Food,31.4,14.9,0,79.2,96.92,813.02,Low-Value,1,0.38,0.04,0.51,0,Average,0.13,10.3,14.9,4.6,0.16,2,1.9,48.4,0,0.1,Moderately Sensitive,2.89,1.17,3.83,0.01,3,0,0.0,-0.9,91.0,1.8,Monitor with standard nudges
GRB100071,Malaysia,Johor Bahru,45-54,5,1,1,12,9,2,26,2,0,4,5,0.84,GrabPay,Power User,0.31,7.0,24,0.61,Mart,69.6,19.8,0,78.1,240.29,1925.91,High-Value,1,0.49,0.18,0.49,1,High-Risk,0.26,9.6,16.2,6.6,0.17,5,1.7,70.6,1,0.32,Moderately Sensitive,4.1,1.37,6.42,0.11,2,2,0.18,-1.08,68.2,1.8,Monitor with standard nudges
GRB100072,Indonesia,Surabaya,25-34,11,1,1,2,14,4,3,0,0,3,4,0.6,Food,Food Specialist,0.31,4.6,6,0.43,Mobility,57.6,13.2,0,83.1,114.76,976.77,Low-Value,1,0.52,0.13,0.56,0,Average,0.16,10.1,12.4,2.3,0.12,2,2.8,36.6,0,0.11,Highly Sensitive,3.23,1.37,4.92,0.19,0,2,0.12,-1.39,66.2,1.5,Surge cap + fare explanation
GRB100073,Philippines,Cebu,18-24,16,0,0,10,3,0,1,1,1,1,5,0.81,Mobility,Ride Specialist,0.34,3.8,8,0.36,Food,34.9,9.7,0,81.4,100.83,1051.75,Mid-Value,1,0.27,0.28,0.55,0,Average,0.17,9.0,14.1,5.1,0.2,3,3.2,58.3,1,0.22,Moderately Sensitive,3.27,1.28,5.29,0.08,4,2,0.14,-1.06,70.9,1.8,Monitor with standard nudges
GRB100074,Malaysia,Kuala Lumpur,35-44,36,1,1,4,2,2,2,0,0,3,4,0.71,Mobility,Promo Opportunist,0.52,3.2,15,0.27,Food,62.8,30.3,0,77.8,60.17,565.85,Low-Value,1,0.55,0.03,0.27,0,Average,0.11,6.3,12.7,6.4,0.02,3,3.6,38.6,0,0.12,Highly Sensitive,3.83,1.42,6.09,0.2,1,2,0.13,-1.62,68.0,1.5,Surge cap + fare explanation
GRB100075,Singapore,Singapore Fringe,18-24,15,1,1,1,4,0,3,0,0,0,3,0.47,Food,At-Risk Single-App User,0.3,1.4,42,0.18,Mobility,29.5,35.9,0,74.8,39.97,294.33,Low-Value,0,0.44,0.32,0.2,0,Reliable,0.05,7.7,11.9,4.2,0.11,4,2.5,38.5,0,0.07,Highly Sensitive,8.59,1.21,10.95,0.0,2,1,0.2,-1.57,83.3,1.5,Surge cap + fare explanation
GRB100076,Indonesia,Bandung,25-34,29,1,1,12,7,5,16,2,0,5,5,0.87,GrabPay,Power User,0.32,6.6,1,0.57,Mart,65.8,1.0,0,78.9,171.38,1620.11,Mid-Value,1,0.19,0.04,0.52,0,Average,0.17,7.6,8.6,1.0,0.11,3,2.5,41.0,0,0.06,Moderately Sensitive,2.69,1.3,4.15,0.11,1,2,0.13,-1.11,80.2,1.8,Monitor with standard nudges
GRB100077,Indonesia,Surabaya,55+,16,1,1,2,10,4,1,1,1,4,6,0.91,Food,Food Specialist,0.24,6.3,14,0.52,Mobility,45.1,1.0,0,77.8,116.2,1210.64,Mid-Value,1,0.39,0.38,0.37,1,Average,0.18,7.1,10.2,3.1,0.2,2,2.2,51.5,0,0.14,Convenience-First,2.75,1.6,5.35,0.35,3,2,0.08,-0.57,63.3,2.2,Monitor with standard nudges
GRB100078,Vietnam,Ho Chi Minh City,55+,25,1,1,15,1,1,2,0,1,4,5,0.81,Mobility,Ride Specialist,0.3,4.4,12,0.28,Food,43.1,7.7,0,70.3,104.14,987.18,Mid-Value,1,0.67,0.0,0.44,0,Average,0.14,11.5,15.0,3.5,0.11,2,3.9,25.8,0,0.1,Moderately Sensitive,3.24,1.46,5.77,0.25,2,3,0.14,-1.0,63.6,1.8,Monitor with standard nudges
GRB100079,Thailand,Chiang Mai,35-44,20,1,1,3,0,1,0,1,1,1,4,0.66,Finance,At-Risk Single-App User,0.17,2.7,49,0.25,GrabPay,28.6,25.4,0,73.1,47.22,567.76,Low-Value,1,0.72,0.05,0.46,0,Average,0.17,10.7,13.5,2.8,0.19,5,0.4,28.5,0,0.12,Moderately Sensitive,3.95,1.41,6.22,0.15,1,2,0.19,-1.07,75.9,1.8,Monitor with standard nudges
GRB100080,Philippines,Davao,25-34,32,0,0,23,1,0,3,0,1,2,4,0.74,Mobility,Ride Specialist,0.29,3.6,24,0.17,Food,26.4,22.1,0,69.5,147.4,1140.37,Mid-Value,1,0.55,0.23,0.42,0,Average,0.19,9.3,14.2,4.9,0.28,5,2.3,65.9,1,0.28,Moderately Sensitive,3.54,1.29,5.92,0.06,4,3,0.26,-0.92,67.8,1.8,Monitor with standard nudges
GRB100081,Vietnam,Da Nang,35-44,16,0,0,7,6,1,1,0,0,6,4,0.62,Mobility,Promo Opportunist,0.45,4.3,2,0.29,GrabPay,34.2,1.0,0,85.3,82.31,652.98,Low-Value,1,0.21,0.38,0.38,0,Average,0.16,7.1,12.0,4.9,0.1,2,2.2,50.7,0,0.06,Highly Sensitive,3.3,1.17,4.16,0.04,2,0,0.02,-1.52,79.8,1.5,Surge cap + fare explanation
GRB100082,Indonesia,Jakarta,35-44,5,1,1,4,21,2,4,1,1,1,6,1.0,Food,Food Specialist,0.46,6.6,20,0.32,Mobility,43.0,16.7,0,84.8,196.7,1731.8,Mid-Value,1,0.51,0.22,0.47,1,Average,0.17,9.7,12.7,3.0,0.19,4,1.8,64.8,1,0.28,Highly Sensitive,3.02,1.35,4.48,0.18,1,1,0.15,-1.48,80.2,1.5,Surge cap + fare explanation
GRB100083,Philippines,Davao,25-34,7,1,1,17,0,0,5,0,0,2,2,0.38,Mobility,Ride Specialist,0.3,4.1,20,0.31,Food,57.0,35.1,0,65.9,119.59,804.94,Low-Value,0,0.57,0.25,0.55,0,Average,0.2,11.1,17.0,5.9,0.15,4,2.6,51.5,0,0.13,Moderately Sensitive,4.06,1.37,6.76,0.19,3,3,0.23,-1.17,69.6,1.8,Monitor with standard nudges
GRB100084,Malaysia,Johor Bahru,35-44,16,1,1,7,6,0,4,0,0,9,3,0.47,Mobility,Promo Opportunist,0.7,5.2,3,0.21,GrabPay,39.9,12.7,0,86.7,80.3,617.89,Low-Value,0,0.55,0.18,0.46,0,Average,0.15,8.6,14.0,5.4,0.17,3,2.4,43.2,0,0.09,Moderately Sensitive,4.16,1.32,5.94,0.11,3,0,0.04,-1.42,81.8,1.8,Monitor with standard nudges
GRB100085,Singapore,Singapore Core,18-24,8,0,0,9,9,1,5,0,0,6,4,0.65,Mobility,Promo Opportunist,0.5,5.0,5,0.54,Finance,45.7,11.0,0,80.5,184.79,1475.17,Mid-Value,1,0.56,0.11,0.36,0,Average,0.16,9.0,12.9,3.9,0.14,3,1.9,41.6,0,0.15,Highly Sensitive,9.25,1.31,12.52,0.14,1,1,0.09,-1.63,75.7,1.5,Surge cap + fare explanation
GRB100086,Singapore,Singapore Fringe,18-24,27,1,0,0,21,2,8,0,1,3,4,0.67,Food,Food Specialist,0.3,5.9,19,0.46,Mobility,47.8,17.3,0,74.1,212.76,1620.42,Mid-Value,1,0.49,0.17,0.32,0,Average,0.15,9.5,13.8,4.3,0.14,4,3.0,44.6,0,0.11,Moderately Sensitive,8.83,1.31,12.06,0.2,0,2,0.17,-0.69,63.4,1.8,Monitor with standard nudges
GRB100087,Vietnam,Hanoi,25-34,17,1,1,5,4,3,0,0,0,6,3,0.44,Mobility,Promo Opportunist,0.57,3.5,4,0.15,Food,31.7,14.2,0,81.9,74.26,613.67,Low-Value,0,0.41,0.03,0.4,1,Average,0.14,6.5,8.1,1.6,0.11,0,2.1,37.1,0,0.09,Highly Sensitive,3.09,1.32,4.07,0.15,0,0,0.05,-1.5,81.6,1.5,Surge cap + fare explanation
GRB100088,Indonesia,Surabaya,18-24,48,1,1,3,4,0,23,1,0,1,4,0.65,GrabPay,Payments Ecosystem User,0.31,1.0,16,0.35,Mart,42.3,7.1,0,79.8,98.36,906.15,Low-Value,1,0.31,0.08,0.39,0,Average,0.14,8.1,11.5,3.4,0.16,3,2.3,54.9,0,0.09,Highly Sensitive,3.01,1.16,3.49,0.0,0,0,0.06,-1.61,83.1,1.5,Surge cap + fare explanation
GRB100089,Malaysia,Penang,18-24,3,1,1,3,12,2,6,0,0,2,4,0.72,Food,Food Specialist,0.33,3.8,25,0.38,Mobility,46.8,31.1,0,88.6,149.61,1098.28,Mid-Value,1,0.08,0.28,0.34,1,Average,0.14,6.5,10.3,3.8,0.1,1,1.4,59.9,1,0.27,Highly Sensitive,3.74,1.15,4.61,0.04,2,0,0.01,-1.5,81.3,1.5,Surge cap + fare explanation
GRB100090,Indonesia,Bandung,45-54,24,1,0,1,19,3,8,1,0,2,5,0.85,Food,Food Specialist,0.24,7.0,3,0.49,Mobility,50.8,2.0,0,82.8,154.31,1381.72,Mid-Value,1,0.48,0.05,0.51,0,Average,0.16,9.3,13.7,4.4,0.2,2,2.0,54.7,0,0.03,Moderately Sensitive,3.06,1.33,4.32,0.24,0,1,0.08,-0.92,70.9,1.8,Monitor with standard nudges
GRB100091,Malaysia,Johor Bahru,55+,10,1,1,12,13,3,27,1,1,2,6,0.99,GrabPay,Power User,0.29,5.0,1,0.7,Mart,72.7,1.0,0,89.7,238.79,2091.52,High-Value,1,0.45,0.22,0.41,0,Average,0.14,8.3,13.3,5.0,0.13,2,2.2,46.3,0,0.08,Convenience-First,3.91,1.41,6.21,0.13,3,1,0.15,-0.69,74.1,2.2,Monitor with standard nudges
GRB100092,Vietnam,Da Nang,25-34,17,0,0,3,4,1,1,0,1,1,5,0.84,Food,At-Risk Single-App User,0.13,2.3,50,0.13,Mobility,17.2,43.0,0,88.9,47.46,556.19,Low-Value,1,0.52,0.02,0.29,0,Average,0.16,8.7,13.2,4.5,0.09,3,0.8,32.8,0,0.09,Moderately Sensitive,3.33,1.43,5.16,0.21,1,1,0.11,-0.79,69.5,1.8,Monitor with standard nudges
GRB100093,Indonesia,Bandung,45-54,24,0,0,4,19,3,8,1,0,1,5,0.86,Food,Food Specialist,0.36,6.3,11,0.39,Mobility,34.5,15.2,0,91.2,218.86,1757.53,Mid-Value,1,0.18,0.22,0.42,0,Average,0.13,9.9,13.5,3.6,0.19,3,3.0,57.4,1,0.24,Moderately Sensitive,2.7,1.27,3.58,0.09,1,0,0.08,-1.08,76.8,1.8,Monitor with standard nudges
GRB100094,Indonesia,Bandung,55+,2,0,0,0,15,3,1,0,1,4,4,0.7,Food,Food Specialist,0.17,6.8,12,0.48,Mobility,34.8,15.8,0,67.6,164.19,1316.08,Mid-Value,1,0.54,0.12,0.58,1,High-Risk,0.26,9.7,17.1,7.4,0.23,4,2.4,68.1,1,0.39,Moderately Sensitive,3.2,1.27,4.71,0.11,1,2,0.18,-0.99,76.7,1.8,Monitor with standard nudges
GRB100095,Indonesia,Jakarta,18-24,25,1,1,8,12,2,23,2,1,6,6,0.98,GrabPay,Power User,0.42,6.7,19,0.62,Mart,59.6,22.5,0,67.6,243.82,2039.32,High-Value,1,0.79,0.4,0.49,0,High-Risk,0.28,10.9,20.6,9.7,0.31,6,4.9,70.3,1,0.38,Moderately Sensitive,3.29,1.56,6.58,0.29,3,4,0.29,-1.09,51.3,1.8,Monitor with standard nudges
GRB100096,Thailand,Bangkok,25-34,43,1,1,2,4,1,1,1,1,2,6,1.0,Finance,At-Risk Single-App User,0.28,2.3,45,0.17,GrabPay,32.3,31.1,0,73.8,76.93,799.72,Low-Value,1,0.43,0.22,0.33,0,Average,0.16,10.6,15.0,4.4,0.19,2,2.8,51.7,0,0.11,Highly Sensitive,4.28,1.35,6.52,0.21,0,3,0.19,-1.39,67.9,1.5,Surge cap + fare explanation
GRB100097,Indonesia,Bandung,25-34,17,1,1,16,3,0,1,0,1,3,4,0.72,Mobility,Ride Specialist,0.32,6.6,20,0.33,Food,43.6,20.2,0,72.9,94.74,812.39,Low-Value,1,0.41,0.33,0.67,0,Average,0.14,9.4,14.6,5.2,0.15,4,4.1,48.0,0,0.11,Moderately Sensitive,2.76,1.41,4.84,0.2,3,2,0.19,-1.13,72.0,1.8,Monitor with standard nudges
GRB100098,Singapore,Singapore Fringe,18-24,25,0,0,3,3,3,4,0,0,7,4,0.69,GrabPay,Promo Opportunist,0.39,2.6,10,0.22,GrabPay,28.9,6.4,0,83.5,79.8,748.2,Low-Value,1,0.48,0.14,0.31,0,Average,0.17,10.5,14.7,4.2,0.15,4,1.9,45.8,0,0.09,Highly Sensitive,8.16,1.21,10.28,0.13,1,1,0.13,-1.78,80.4,1.5,Surge cap + fare explanation
GRB100099,Singapore,Singapore Core,35-44,33,1,1,14,11,2,13,2,0,6,5,0.8,Mobility,Power User,0.26,7.0,25,0.64,Mart,60.7,10.0,0,61.3,374.24,2920.04,High-Value,1,0.79,0.19,0.34,0,High-Risk,0.25,9.9,17.0,7.1,0.21,4,2.5,47.8,0,0.15,Convenience-First,9.38,1.65,17.08,0.34,4,4,0.27,-0.48,57.2,2.2,Monitor with standard nudges
GRB100100,Myanmar,Yangon,25-34,20,0,0,5,2,0,23,1,0,5,4,0.63,GrabPay,Payments Ecosystem User,0.2,1.5,19,0.26,Mart,26.1,27.0,0,83.6,65.32,650.94,Low-Value,1,0.24,0.06,0.64,0,Average,0.18,11.1,15.3,4.2,0.23,4,1.7,61.8,1,0.33,Highly Sensitive,2.18,1.21,3.34,0.05,3,1,0.09,-1.74,78.2,1.5,Surge cap + fare explanation
GRB100101,Cambodia,Siem Reap,25-34,16,1,1,19,3,0,2,0,0,0,3,0.49,Mobility,Ride Specialist,0.43,7.0,4,0.32,Food,43.1,9.0,0,84.4,90.54,732.87,Low-Value,0,0.46,0.13,0.55,0,Average,0.16,10.4,14.1,3.7,0.18,4,2.2,48.5,0,0.07,Moderately Sensitive,2.58,1.42,3.82,0.16,1,0,0.07,-1.13,82.3,1.8,Monitor with standard nudges
GRB100102,Vietnam,Hanoi,18-24,2,0,0,23,0,1,5,1,0,1,4,0.67,Mobility,Ride Specialist,0.2,5.9,10,0.41,Food,40.0,14.7,0,81.0,138.56,1213.56,Mid-Value,1,0.28,0.2,0.4,1,Average,0.15,8.5,13.1,4.6,0.15,1,3.1,59.9,1,0.26,Moderately Sensitive,3.21,1.29,4.59,0.03,3,0,0.03,-0.85,86.2,1.8,Monitor with standard nudges
GRB100103,Malaysia,Kuala Lumpur,18-24,29,1,1,2,1,1,0,0,1,1,4,0.6,Mobility,At-Risk Single-App User,0.41,1.3,44,0.22,Food,18.2,34.3,0,75.1,25.08,377.01,Low-Value,1,0.32,0.14,0.55,0,Average,0.2,9.0,13.1,4.1,0.19,4,4.4,49.6,0,0.07,Highly Sensitive,4.0,1.36,5.44,0.17,0,0,0.05,-1.52,81.5,1.5,Surge cap + fare explanation
GRB100104,Myanmar,Yangon,45-54,21,1,0,1,6,0,29,2,1,5,5,0.85,GrabPay,Payments Ecosystem User,0.35,2.7,19,0.38,Mart,35.9,16.9,0,67.6,89.75,1007.79,Mid-Value,1,0.41,0.03,0.69,0,Average,0.17,9.4,13.0,3.6,0.18,7,2.8,49.8,0,0.06,Moderately Sensitive,2.44,1.5,4.7,0.35,2,3,0.32,-0.93,55.2,1.8,Monitor with standard nudges
GRB100105,Philippines,Metro Manila,18-24,11,1,1,13,3,0,4,0,0,4,3,0.55,Mobility,Ride Specialist,0.43,5.0,20,0.37,Food,40.0,36.3,0,64.8,103.63,666.99,Low-Value,0,0.66,0.06,0.58,0,Average,0.2,10.6,14.8,4.2,0.23,4,2.4,47.3,0,0.14,Highly Sensitive,3.66,1.47,6.57,0.25,3,3,0.16,-1.52,61.0,1.5,Surge cap + fare explanation
GRB100106,Vietnam,Hanoi,25-34,23,1,1,2,9,2,7,1,1,3,6,1.0,Food,Food Specialist,0.3,3.6,4,0.54,Mobility,64.2,1.0,0,89.0,93.6,1048.73,Mid-Value,1,0.74,0.0,0.51,0,Average,0.18,11.5,15.5,4.0,0.17,3,2.5,53.1,0,0.14,Moderately Sensitive,3.16,1.38,4.5,0.21,1,0,0.08,-0.75,80.4,1.8,Monitor with standard nudges
GRB100107,Indonesia,Jakarta,25-34,16,1,1,4,7,2,5,0,0,7,4,0.64,Food,Promo Opportunist,0.81,4.7,10,0.3,Mobility,43.2,20.6,0,75.6,106.56,815.27,Low-Value,1,0.5,0.05,0.4,0,Average,0.16,9.0,11.2,2.2,0.14,3,3.1,35.6,0,0.1,Highly Sensitive,3.32,1.41,5.08,0.17,1,1,0.07,-1.84,73.8,1.5,Surge cap + fare explanation
GRB100108,Malaysia,Penang,25-34,16,1,1,3,4,0,1,0,0,0,3,0.47,Food,At-Risk Single-App User,0.26,2.3,56,0.28,Mobility,33.3,64.7,1,70.7,51.85,359.4,Low-Value,0,0.35,0.26,0.48,0,High-Risk,0.25,8.5,15.9,7.4,0.21,6,1.8,55.9,1,0.38,Highly Sensitive,3.87,1.28,5.9,0.1,3,2,0.18,-1.47,76.4,1.5,Retention offer on primary service
GRB100109,Singapore,Singapore Core,25-34,29,1,0,20,1,0,3,0,0,0,3,0.51,Mobility,Ride Specialist,0.24,6.3,13,0.3,Food,37.0,27.5,0,71.9,289.19,1845.46,High-Value,1,0.87,0.0,0.24,0,High-Risk,0.27,9.4,17.2,7.8,0.18,5,1.6,54.4,0,0.22,Moderately Sensitive,8.85,1.4,13.99,0.23,4,4,0.35,-1.06,57.7,1.8,Monitor with standard nudges
GRB100110,Cambodia,Phnom Penh,25-34,7,1,1,3,21,3,5,1,1,1,6,0.99,Food,Food Specialist,0.2,7.0,3,0.37,Mobility,46.4,1.0,0,85.2,248.47,2145.93,High-Value,1,0.34,0.02,0.6,0,Average,0.15,10.5,15.2,4.7,0.12,0,2.0,47.9,0,0.08,Moderately Sensitive,2.93,1.21,4.34,0.17,2,2,0.09,-0.88,70.2,1.8,Monitor with standard nudges
GRB100111,Indonesia,Bandung,18-24,34,1,1,9,2,0,2,0,0,8,3,0.52,Mobility,Promo Opportunist,0.81,3.6,3,0.42,Food,49.7,16.8,0,81.0,53.42,528.62,Low-Value,0,0.32,0.44,0.35,0,Average,0.14,9.4,13.7,4.3,0.13,3,0.6,33.8,0,0.07,Moderately Sensitive,2.95,1.24,4.36,0.16,3,1,0.08,-1.27,77.6,1.8,Monitor with standard nudges
GRB100112,Malaysia,Penang,25-34,7,1,1,2,4,1,2,0,0,9,4,0.69,Food,Promo Opportunist,0.69,2.5,4,0.24,Mobility,44.9,6.7,0,89.2,52.06,549.82,Low-Value,1,0.1,0.1,0.22,0,Reliable,0.05,5.8,9.4,3.6,0.11,5,2.8,38.0,0,0.09,Highly Sensitive,4.41,1.14,5.02,0.06,0,0,0.07,-1.5,83.3,1.5,Surge cap + fare explanation
GRB100113,Indonesia,Bandung,45-54,15,0,0,1,1,0,0,0,1,1,3,0.54,Mobility,At-Risk Single-App User,0.15,2.1,64,0.19,Food,15.9,78.6,1,52.0,12.14,199.8,Low-Value,0,0.67,0.22,0.51,0,High-Risk,0.27,9.5,16.7,7.2,0.23,5,3.4,65.1,1,0.36,Highly Sensitive,3.02,1.48,6.02,0.24,2,5,0.29,-1.53,56.6,1.5,Assign Reliable driver + auto-refund trigger
GRB100114,Thailand,Pattaya,35-44,43,1,1,2,21,3,2,0,0,5,4,0.62,Food,Food Specialist,0.4,7.0,20,0.47,Mobility,48.6,19.9,0,70.7,188.39,1371.18,Mid-Value,1,0.59,0.26,0.38,0,Average,0.16,9.7,13.7,4.0,0.18,2,2.6,45.5,0,0.09,Convenience-First,4.23,1.33,6.43,0.15,2,2,0.17,-0.41,75.3,2.2,Monitor with standard nudges
GRB100115,Malaysia,Johor Bahru,35-44,34,1,1,12,7,6,17,1,1,3,6,1.0,GrabPay,Power User,0.36,7.0,1,0.46,Mart,48.1,1.0,0,87.9,228.87,2018.06,High-Value,1,0.86,0.26,0.22,0,Average,0.19,11.2,15.7,4.5,0.09,3,2.4,38.4,0,0.09,Highly Sensitive,4.85,1.48,7.73,0.2,2,1,0.08,-1.49,66.8,1.5,Surge cap + fare explanation
GRB100116,Philippines,Davao,35-44,23,0,0,6,5,1,21,2,1,1,6,0.99,GrabPay,Payments Ecosystem User,0.34,4.8,7,0.38,Mart,29.8,1.0,0,79.3,130.82,1408.38,Mid-Value,1,0.17,0.0,0.55,0,High-Risk,0.26,9.7,13.3,3.6,0.24,2,1.8,54.7,0,0.22,Moderately Sensitive,3.22,1.17,4.27,0.0,0,2,0.16,-1.06,78.0,1.8,Monitor with standard nudges
GRB100117,Vietnam,Hanoi,35-44,12,0,0,1,0,1,0,1,1,2,4,0.66,Finance,At-Risk Single-App User,0.06,2.9,47,0.23,GrabPay,23.6,48.4,0,74.8,33.26,439.68,Low-Value,1,0.68,0.15,0.63,0,Average,0.17,9.5,16.3,6.8,0.18,5,4.1,56.2,1,0.24,Highly Sensitive,3.14,1.57,5.48,0.23,2,1,0.08,-1.36,73.4,1.5,Surge cap + fare explanation
GRB100118,Vietnam,Hanoi,18-24,16,1,1,1,0,1,0,0,1,2,3,0.53,Mobility,At-Risk Single-App User,0.28,5.0,51,0.17,Food,34.8,38.5,0,69.8,11.97,296.31,Low-Value,0,0.43,0.04,0.57,0,Average,0.15,9.3,14.9,5.6,0.14,2,2.5,44.2,0,0.11,Moderately Sensitive,3.28,1.31,5.09,0.13,2,2,0.09,-0.99,70.8,1.8,Monitor with standard nudges
GRB100119,Indonesia,Jakarta,25-34,23,0,0,17,16,2,11,1,0,8,5,0.87,Mobility,Power User,0.14,7.0,7,0.72,Mart,42.4,7.0,0,80.4,270.88,2210.56,High-Value,1,0.57,0.47,0.46,0,Average,0.16,8.6,15.0,6.4,0.18,4,2.3,53.8,0,0.04,Moderately Sensitive,3.29,1.36,5.42,0.15,3,2,0.15,-0.92,74.6,1.8,Monitor with standard nudges
GRB100120,Thailand,Chiang Mai,25-34,22,1,1,8,2,1,6,0,0,2,4,0.72,Mobility,Ride Specialist,0.14,4.2,3,0.21,Food,47.8,11.7,0,80.8,56.33,555.75,Low-Value,1,0.12,0.0,0.44,0,Average,0.17,7.4,9.4,2.0,0.14,1,1.9,46.8,0,0.06,Highly Sensitive,3.1,1.19,3.84,0.0,1,0,0.0,-1.49,79.2,1.5,Surge cap + fare explanation
